"state","locality","Y_star"
"1","0001",-0.0103286616877883
"1","0001",0.402285593520916
"1","0001",0.694843459999877
"1","0001",0.608918683322692
"1","0001",-0.601210407244444
"1","0001",-0.738353796985805
"1","0001",0.212428217526962
"1","0001",0.387954497495604
"1","0001",0.143282589021193
"1","0001",0.969378864745237
"1","0001",0.389825964309671
"1","0001",-0.210608459813428
"1","0001",0.250105244656722
"1","0001",0.88568390319971
"1","0001",0.195449706923997
"1","0001",-1.35577567382004
"1","0001",1.09511071554859
"1","0001",0.405255782938716
"1","0001",-1.04082281133327
"1","0001",0.100099599641788
"1","0001",-0.91475493387744
"1","0001",-0.165638690470662
"1","0001",0.372359750743091
"1","0001",-0.803038600143453
"1","0001",-1.23431421988092
"1","0001",0.534171694683058
"1","0001",0.544461508774371
"1","0001",0.228959831434174
"1","0001",1.13258706020891
"1","0001",0.345655519630899
"1","0001",0.847067455507413
"1","0001",1.25312543479502
"1","0001",1.76764529598238
"1","0001",0.393605638427527
"1","0001",0.299953645236885
"1","0001",1.28936129650588
"1","0001",1.10948021418864
"1","0001",-0.857737293760754
"1","0001",0.778143754681535
"1","0001",-0.0975092399480279
"1","0001",-0.388983163866717
"1","0001",-0.286279857348217
"1","0001",-1.04619388896121
"1","0001",0.658707889221232
"1","0001",0.93762848156706
"1","0001",-0.837296059012485
"1","0001",-0.793287756409095
"1","0001",0.329781841251737
"1","0001",0.27599100900975
"1","0001",0.936411193813788
"1","0001",-0.580236938222323
"1","0001",0.498060435696568
"1","0001",0.646339336206867
"1","0001",-0.00846549669280713
"1","0001",0.135026107692031
"1","0001",0.148664607443631
"1","0001",-0.408992895369747
"1","0001",-0.800587185972557
"1","0001",0.266649769221142
"1","0001",0.272977907455907
"1","0001",0.597728379694456
"1","0001",0.659109375471412
"1","0001",0.0442502578907652
"1","0001",1.16902504259256
"1","0001",0.471413875040179
"1","0001",0.907845806775864
"1","0001",0.324091443159608
"1","0001",-0.240166595292976
"1","0001",1.28749135510001
"1","0001",-0.654059302478657
"1","0001",0.586300091161848
"1","0001",-0.0722369834971674
"1","0001",0.354812369298585
"1","0001",1.01034725330791
"1","0001",-0.815817387780051
"1","0001",0.0608531576171492
"1","0001",2.34199054699226
"1","0001",0.0446136444187345
"1","0001",-0.248341668527928
"1","0001",-0.948047754985137
"1","0001",-0.189483068471498
"1","0001",0.136508626124659
"1","0001",-0.45132851381867
"1","0001",0.88427842282654
"1","0001",1.16545336256513
"1","0001",1.33287021835378
"1","0001",1.98431812847477
"1","0001",-1.26107196483962
"1","0001",0.64620691314316
"1","0001",-0.281281225141891
"1","0001",-0.524649146277224
"1","0001",-0.609374764594371
"1","0001",0.642404242363124
"1","0001",-0.362940420157193
"1","0001",-0.337107900986536
"1","0001",0.702812276453267
"1","0001",0.955307069951094
"1","0001",0.390585190226466
"1","0001",-0.379580034945785
"1","0001",1.91834770157065
"1","0002",-0.520444372275483
"1","0002",0.227829260383291
"1","0002",0.53519879750048
"1","0002",0.0940095594909782
"1","0002",0.963527406845403
"1","0002",-1.16484981979601
"1","0002",-0.212266054453259
"1","0002",-1.09066167929853
"1","0002",-0.0935360246473981
"1","0002",-0.294803007066483
"1","0002",-1.53129038704311
"1","0002",-0.860161088028388
"1","0002",-0.531554853800644
"1","0002",-0.0241567308671012
"1","0002",0.269649332561028
"1","0002",-0.149444498727776
"1","0002",0.449555718568906
"1","0002",0.53762663560248
"1","0002",-0.834669765530748
"1","0002",0.0649308092476426
"1","0002",-1.17343712871186
"1","0002",0.67292970004447
"1","0002",-0.750865375075578
"1","0002",0.0140900710657949
"1","0002",-0.814141327793865
"1","0002",0.351509130425463
"1","0002",-1.42642096492417
"1","0002",0.0750303134657878
"1","0002",1.24362665378313
"1","0002",0.228206816905408
"1","0002",-0.275335851036377
"1","0002",0.526203782048976
"1","0002",-1.33958578729056
"1","0002",-0.540965944057475
"1","0002",0.319295053130514
"1","0002",0.0561593464370516
"1","0002",0.962919091111126
"1","0002",-0.4821006364309
"1","0002",0.705569315802552
"1","0002",-0.694005020696097
"1","0002",-0.534623382316419
"1","0002",-0.552877965462581
"1","0002",1.31813074257492
"1","0002",0.345762293865378
"1","0002",-0.982924349744043
"1","0002",0.845234446729455
"1","0002",0.410043565031681
"1","0002",-0.368780623310923
"1","0002",0.244174861491922
"1","0002",0.329168411761557
"1","0002",-0.772985184109771
"1","0002",-0.219935427259943
"1","0002",0.776184424311391
"1","0002",0.731160340163804
"1","0002",1.48287385573026
"1","0002",-0.586133114146748
"1","0002",0.955192300074526
"1","0002",-1.98056123606599
"1","0002",-1.50370034085356
"1","0002",0.124384449404721
"1","0002",-0.13821753179957
"1","0002",-1.10539464374534
"1","0002",-1.46874152267819
"1","0002",0.104015627527061
"1","0002",-0.971511080396017
"1","0002",0.46498680446156
"1","0002",0.508360307796796
"1","0002",-0.377074880453364
"1","0002",-0.824893635054628
"1","0002",-0.82081796173162
